timestamp_key,timestamp_date,timestamp_time,event_date,event_begin,event_end,event_particulars
2028180_2023-10-20_15:38:00.000000,2023-10-20,15:38:00.000000,2023-10-20,1544,1553,III/1
2028186_2023-10-21_19:36:00.000000,2023-10-21,19:36:00.000000,2023-10-21,1937,1938,III/1
2028186_2023-10-21_22:36:00.000000,2023-10-21,22:36:00.000000,2023-10-21,2244,2245,III/1
2028198_2023-10-23_19:01:00.000000,2023-10-23,19:01:00.000000,2023-10-23,1915,1915,III/1
2028204_2023-10-24_16:13:00.000000,2023-10-24,16:13:00.000000,2023-10-24,1626,1627,III/1
2028213_2023-10-26_08:10:00.000000,2023-10-26,08:10:00.000000,2023-10-26,0824,0825,III/1
2028213_2023-10-26_13:25:00.000000,2023-10-26,13:25:00.000000,2023-10-26,1327,1330,III/1
2028216_2023-10-26_22:53:00.000000,2023-10-26,22:53:00.000000,2023-10-26,2302,2310,III/1
2028216_2023-10-26_23:08:00.000000,2023-10-26,23:08:00.000000,2023-10-26,2302,2310,III/1
2028216_2023-10-26_23:08:00.000000,2023-10-26,23:08:00.000000,2023-10-26,2318,2333,II/2    961
2028216_2023-10-26_23:23:00.000000,2023-10-26,23:23:00.000000,2023-10-26,2318,2333,II/2    961
2028234_2023-10-30_02:45:00.000000,2023-10-30,02:45:00.000000,2023-10-30,0250,0251,III/1
2028237_2023-10-30_11:20:00.000000,2023-10-30,11:20:00.000000,2023-10-30,1121,1122,III/2
2028237_2023-10-30_14:05:00.000000,2023-10-30,14:05:00.000000,2023-10-30,1407,1409,III/2
2028240_2023-10-30_14:58:00.000000,2023-10-30,14:58:00.000000,2023-10-30,1508,1509,III/2
2028240_2023-10-31_06:28:00.000000,2023-10-31,06:28:00.000000,2023-10-31,0637,0637,III/1
2028246_2023-10-31_15:55:00.000000,2023-10-31,15:55:00.000000,2023-10-31,1601,1602,III/1
2028246_2023-10-31_20:10:00.000000,2023-10-31,20:10:00.000000,2023-10-31,2020,2022,III/2
2028246_2023-10-31_21:10:00.000000,2023-10-31,21:10:00.000000,2023-10-31,2110,2114,III/1
2028246_2023-10-31_23:25:00.000000,2023-10-31,23:25:00.000000,2023-10-31,2336,2337,III/2
2028249_2023-11-01_08:40:00.000000,2023-11-01,08:40:00.000000,2023-11-01,0850,0850,III/1
2028249_2023-11-01_09:25:00.000000,2023-11-01,09:25:00.000000,2023-11-01,0929,0929,III/2
2028249_2023-11-01_09:55:00.000000,2023-11-01,09:55:00.000000,2023-11-01,0955,0956,III/1
2028252_2023-11-01_22:08:00.000000,2023-11-01,22:08:00.000000,2023-11-01,2220,2220,III/1
2028252_2023-11-02_01:23:00.000000,2023-11-02,01:23:00.000000,2023-11-02,0130,0132,III/1
2028252_2023-11-02_01:23:00.000000,2023-11-02,01:23:00.000000,2023-11-02,0133,0133,III/2
2028252_2023-11-02_05:08:00.000000,2023-11-02,05:08:00.000000,2023-11-02,0512,0512,III/1
2028252_2023-11-02_06:08:00.000000,2023-11-02,06:08:00.000000,2023-11-02,0617,0618,III/2
2028252_2023-11-02_06:53:00.000000,2023-11-02,06:53:00.000000,2023-11-02,0705,0705,III/1
2028252_2023-11-02_07:08:00.000000,2023-11-02,07:08:00.000000,2023-11-02,0715,0719,III/1
2028255_2023-11-02_12:12:00.000000,2023-11-02,12:12:00.000000,2023-11-02,1221,1222,III/2
2028255_2023-11-02_12:27:00.000000,2023-11-02,12:27:00.000000,2023-11-02,1227,1235,II/1    644
2028258_2023-11-02_19:05:00.000000,2023-11-02,19:05:00.000000,2023-11-02,1914,1914,III/1
2028258_2023-11-02_20:05:00.000000,2023-11-02,20:05:00.000000,2023-11-02,2015,2016,III/1
2028258_2023-11-02_22:05:00.000000,2023-11-02,22:05:00.000000,2023-11-02,2218,2218,III/1
2028258_2023-11-03_07:20:00.000000,2023-11-03,07:20:00.000000,2023-11-03,0723,0724,III/1
2028264_2023-11-03_23:33:00.000000,2023-11-03,23:33:00.000000,2023-11-03,2333,2339,III/1
2028264_2023-11-04_05:33:00.000000,2023-11-04,05:33:00.000000,2023-11-04,0537,0538,III/1
2028264_2023-11-04_06:48:00.000000,2023-11-04,06:48:00.000000,2023-11-04,0650,0650,III/1
2028264_2023-11-04_07:33:00.000000,2023-11-04,07:33:00.000000,2023-11-04,0739,0740,III/1
2028267_2023-11-04_10:17:00.000000,2023-11-04,10:17:00.000000,2023-11-04,1023,1023,III/1
2028267_2023-11-04_10:47:00.000000,2023-11-04,10:47:00.000000,2023-11-04,1047,1048,III/1
2028267_2023-11-04_11:02:00.000000,2023-11-04,11:02:00.000000,2023-11-04,1115,1117,III/1
2028267_2023-11-04_12:17:00.000000,2023-11-04,12:17:00.000000,2023-11-04,1218,1224,III/1
2028270_2023-11-04_20:15:00.000000,2023-11-04,20:15:00.000000,2023-11-04,2022,2022,III/1
2028270_2023-11-04_21:00:00.000000,2023-11-04,21:00:00.000000,2023-11-04,2104,2104,III/2
2028270_2023-11-04_22:30:00.000000,2023-11-04,22:30:00.000000,2023-11-04,2239,2239,III/2
2028270_2023-11-04_22:45:00.000000,2023-11-04,22:45:00.000000,2023-11-04,2252,2253,III/2
2028273_2023-11-05_09:05:00.000000,2023-11-05,09:05:00.000000,2023-11-05,0908,0909,III/2
2028273_2023-11-05_09:35:00.000000,2023-11-05,09:35:00.000000,2023-11-05,0948,0949,III/2
2028276_2023-11-06_02:43:00.000000,2023-11-06,02:43:00.000000,2023-11-06,0255,0255,III/1
2028279_2023-11-06_08:52:00.000000,2023-11-06,08:52:00.000000,2023-11-06,0857,0857,III/1
2028279_2023-11-06_09:07:00.000000,2023-11-06,09:07:00.000000,2023-11-06,0909,0910,III/1
2028279_2023-11-06_11:07:00.000000,2023-11-06,11:07:00.000000,2023-11-06,1114,1114,III/1
2028279_2023-11-06_12:52:00.000000,2023-11-06,12:52:00.000000,2023-11-06,1259,1300,III/1
2028288_2023-11-07_23:38:00.000000,2023-11-07,23:38:00.000000,2023-11-07,2341,2341,III/1
2028288_2023-11-08_02:38:00.000000,2023-11-08,02:38:00.000000,2023-11-08,0244,0244,III/1
2028288_2023-11-08_04:08:00.000000,2023-11-08,04:08:00.000000,2023-11-08,0414,0414,III/1
2028288_2023-11-08_04:53:00.000000,2023-11-08,04:53:00.000000,2023-11-08,0507,0507,III/1
2028288_2023-11-08_05:53:00.000000,2023-11-08,05:53:00.000000,2023-11-08,0605,0605,III/3
2028288_2023-11-08_07:23:00.000000,2023-11-08,07:23:00.000000,2023-11-08,0737,0737,III/1
2028291_2023-11-08_10:57:00.000000,2023-11-08,10:57:00.000000,2023-11-08,1109,1110,III/1
2028291_2023-11-08_11:42:00.000000,2023-11-08,11:42:00.000000,2023-11-08,1144,1152,III/1
2028297_2023-11-09_10:45:00.000000,2023-11-09,10:45:00.000000,2023-11-09,1051,1058,III/1
2028300_2023-11-09_14:18:00.000000,2023-11-09,14:18:00.000000,2023-11-09,1427,1427,III/1
2028300_2023-11-09_23:48:00.000000,2023-11-09,23:48:00.000000,2023-11-09,2358,2358,III/1
2028300_2023-11-10_04:03:00.000000,2023-11-10,04:03:00.000000,2023-11-10,0409,0409,III/1
2028315_2023-11-12_11:08:00.000000,2023-11-12,11:08:00.000000,2023-11-12,1122,1123,III/1
2028315_2023-11-12_13:23:00.000000,2023-11-12,13:23:00.000000,2023-11-12,1325,1326,III/1
2028318_2023-11-12_14:11:00.000000,2023-11-12,14:11:00.000000,2023-11-12,1417,1417,III/2
2028318_2023-11-12_14:41:00.000000,2023-11-12,14:41:00.000000,2023-11-12,1441,1443,III/2
2028318_2023-11-12_15:41:00.000000,2023-11-12,15:41:00.000000,2023-11-12,1543,1544,III/1
2028318_2023-11-12_16:26:00.000000,2023-11-12,16:26:00.000000,2023-11-12,1633,1633,III/1
2028318_2023-11-12_17:26:00.000000,2023-11-12,17:26:00.000000,2023-11-12,1734,1734,III/1
2028318_2023-11-12_17:26:00.000000,2023-11-12,17:26:00.000000,2023-11-12,1734,1735,III/1
2028318_2023-11-12_21:41:00.000000,2023-11-12,21:41:00.000000,2023-11-12,2146,2200,III/2
2028318_2023-11-12_21:56:00.000000,2023-11-12,21:56:00.000000,2023-11-12,2146,2200,III/2
2028318_2023-11-13_01:56:00.000000,2023-11-13,01:56:00.000000,2023-11-13,0205,0206,III/1
2028321_2023-11-13_09:40:00.000000,2023-11-13,09:40:00.000000,2023-11-13,0945,0947,III/1
2028321_2023-11-13_13:40:00.000000,2023-11-13,13:40:00.000000,2023-11-13,1352,1352,III/1
2028324_2023-11-13_23:09:00.000000,2023-11-13,23:09:00.000000,2023-11-13,2318,2318,III/1
2028324_2023-11-14_00:39:00.000000,2023-11-14,00:39:00.000000,2023-11-14,0050,0052,III/2
2028324_2023-11-14_01:54:00.000000,2023-11-14,01:54:00.000000,2023-11-14,0200,0201,III/2
2028324_2023-11-14_03:24:00.000000,2023-11-14,03:24:00.000000,2023-11-14,0332,0336,III/3
2028324_2023-11-14_04:09:00.000000,2023-11-14,04:09:00.000000,2023-11-14,0420,0422,V/3
2028324_2023-11-14_06:24:00.000000,2023-11-14,06:24:00.000000,2023-11-14,0632,0632,III/1
2028327_2023-11-14_09:43:00.000000,2023-11-14,09:43:00.000000,2023-11-14,0953,0954,III/1
2028327_2023-11-14_11:58:00.000000,2023-11-14,11:58:00.000000,2023-11-14,1158,1159,III/2
2028327_2023-11-14_12:43:00.000000,2023-11-14,12:43:00.000000,2023-11-14,1251,1251,III/2
2028327_2023-11-14_13:43:00.000000,2023-11-14,13:43:00.000000,2023-11-14,1353,1354,III/1
2028330_2023-11-14_14:37:00.000000,2023-11-14,14:37:00.000000,2023-11-14,1439,1448,III/1
2028330_2023-11-14_22:52:00.000000,2023-11-14,22:52:00.000000,2023-11-14,2301,2305,III/3
2028330_2023-11-15_01:07:00.000000,2023-11-15,01:07:00.000000,2023-11-15,0110,0113,III/1
2028333_2023-11-15_12:00:00.000000,2023-11-15,12:00:00.000000,2023-11-15,1210,1211,III/1
2028336_2023-11-16_00:49:00.000000,2023-11-16,00:49:00.000000,2023-11-16,0054,0056,III/3
2028336_2023-11-16_02:19:00.000000,2023-11-16,02:19:00.000000,2023-11-16,0225,0225,III/1
2028342_2023-11-16_15:32:00.000000,2023-11-16,15:32:00.000000,2023-11-16,1546,1546,III/1
2028342_2023-11-16_16:17:00.000000,2023-11-16,16:17:00.000000,2023-11-16,1622,1622,III/2
2028342_2023-11-16_21:17:00.000000,2023-11-16,21:17:00.000000,2023-11-16,2126,2128,III/1
2028342_2023-11-17_02:32:00.000000,2023-11-17,02:32:00.000000,2023-11-17,0238,0239,III/1
2028342_2023-11-17_06:32:00.000000,2023-11-17,06:32:00.000000,2023-11-17,0641,0641,III/1
2028345_2023-11-17_09:35:00.000000,2023-11-17,09:35:00.000000,2023-11-17,0947,0947,III/2
2028369_2023-11-21_13:16:00.000000,2023-11-21,13:16:00.000000,2023-11-21,1317,1318,III/1
2028372_2023-11-21_15:52:00.000000,2023-11-21,15:52:00.000000,2023-11-21,1553,1553,III/1
2028372_2023-11-21_18:22:00.000000,2023-11-21,18:22:00.000000,2023-11-21,1830,1831,III/1
2028372_2023-11-21_21:07:00.000000,2023-11-21,21:07:00.000000,2023-11-21,2110,2110,III/2
2028372_2023-11-22_01:37:00.000000,2023-11-22,01:37:00.000000,2023-11-22,0151,0152,III/1
2028372_2023-11-22_05:07:00.000000,2023-11-22,05:07:00.000000,2023-11-22,0521,0521,III/1
2028375_2023-11-22_12:03:00.000000,2023-11-22,12:03:00.000000,2023-11-22,1213,1213,III/1
2028375_2023-11-22_13:03:00.000000,2023-11-22,13:03:00.000000,2023-11-22,1307,1307,III/1
2028378_2023-11-22_17:05:00.000000,2023-11-22,17:05:00.000000,2023-11-22,1707,1708,III/1
2028378_2023-11-22_18:35:00.000000,2023-11-22,18:35:00.000000,2023-11-22,1843,1843,III/1
2028378_2023-11-22_22:50:00.000000,2023-11-22,22:50:00.000000,2023-11-22,2257,2259,III/2
2028378_2023-11-22_23:35:00.000000,2023-11-22,23:35:00.000000,2023-11-22,2342,2343,III/2
2028378_2023-11-23_00:50:00.000000,2023-11-23,00:50:00.000000,2023-11-23,0058,0058,III/2
2028378_2023-11-23_01:20:00.000000,2023-11-23,01:20:00.000000,2023-11-23,0126,0130,III/2
2028378_2023-11-23_03:05:00.000000,2023-11-23,03:05:00.000000,2023-11-23,0308,0309,III/1
2028378_2023-11-23_04:35:00.000000,2023-11-23,04:35:00.000000,2023-11-23,0436,0437,III/2
2028378_2023-11-23_08:20:00.000000,2023-11-23,08:20:00.000000,2023-11-23,0830,0832,III/2
2028381_2023-11-23_08:51:00.000000,2023-11-23,08:51:00.000000,2023-11-23,0901,0902,III/1
2028381_2023-11-23_12:36:00.000000,2023-11-23,12:36:00.000000,2023-11-23,1243,1245,III/1
2028384_2023-11-23_14:17:00.000000,2023-11-23,14:17:00.000000,2023-11-23,1430,1440,III/2
2028384_2023-11-23_14:32:00.000000,2023-11-23,14:32:00.000000,2023-11-23,1430,1440,III/2
2028384_2023-11-23_15:17:00.000000,2023-11-23,15:17:00.000000,2023-11-23,1519,1519,III/1
2028384_2023-11-23_20:32:00.000000,2023-11-23,20:32:00.000000,2023-11-23,2037,2046,III/2
2028384_2023-11-23_21:47:00.000000,2023-11-23,21:47:00.000000,2023-11-23,2159,2204,III/2
2028384_2023-11-23_22:02:00.000000,2023-11-23,22:02:00.000000,2023-11-23,2159,2204,III/2
2028384_2023-11-23_22:47:00.000000,2023-11-23,22:47:00.000000,2023-11-23,2250,2253,III/1
2028384_2023-11-24_01:02:00.000000,2023-11-24,01:02:00.000000,2023-11-24,0106,0106,III/1
2028384_2023-11-24_07:32:00.000000,2023-11-24,07:32:00.000000,2023-11-24,0744,0746,III/3
2028387_2023-11-24_09:23:00.000000,2023-11-24,09:23:00.000000,2023-11-24,0923,0928,III/2
2028387_2023-11-24_11:23:00.000000,2023-11-24,11:23:00.000000,2023-11-24,1131,1140,III/2
2028387_2023-11-24_11:38:00.000000,2023-11-24,11:38:00.000000,2023-11-24,1131,1140,III/2
2028390_2023-11-24_16:31:00.000000,2023-11-24,16:31:00.000000,2023-11-24,1645,1648,III/1
2028390_2023-11-24_16:46:00.000000,2023-11-24,16:46:00.000000,2023-11-24,1645,1648,III/1
2028390_2023-11-24_18:16:00.000000,2023-11-24,18:16:00.000000,2023-11-24,1818,1819,III/1
2028390_2023-11-24_19:31:00.000000,2023-11-24,19:31:00.000000,2023-11-24,1944,1944,III/1
2028390_2023-11-24_20:16:00.000000,2023-11-24,20:16:00.000000,2023-11-24,2019,2019,III/2
2028390_2023-11-24_22:31:00.000000,2023-11-24,22:31:00.000000,2023-11-24,2234,2243,III/2
2028390_2023-11-25_04:01:00.000000,2023-11-25,04:01:00.000000,2023-11-25,0406,0407,III/2
2028393_2023-11-25_10:26:00.000000,2023-11-25,10:26:00.000000,2023-11-25,1027,1029,III/2
2028393_2023-11-25_10:41:00.000000,2023-11-25,10:41:00.000000,2023-11-25,1051,1054,III/2
2028393_2023-11-25_11:41:00.000000,2023-11-25,11:41:00.000000,2023-11-25,1150,1150,III/2
2028396_2023-11-25_14:44:00.000000,2023-11-25,14:44:00.000000,2023-11-25,1450,1454,III/2
2028396_2023-11-25_16:59:00.000000,2023-11-25,16:59:00.000000,2023-11-25,1707,1711,III/1
2028396_2023-11-25_18:29:00.000000,2023-11-25,18:29:00.000000,2023-11-25,1843,1843,III/1
2028396_2023-11-25_19:59:00.000000,2023-11-25,19:59:00.000000,2023-11-25,2006,2006,III/2
2028396_2023-11-25_19:59:00.000000,2023-11-25,19:59:00.000000,2023-11-25,2008,2009,III/1
2028396_2023-11-25_20:44:00.000000,2023-11-25,20:44:00.000000,2023-11-25,2054,2105,III/1
2028396_2023-11-25_20:59:00.000000,2023-11-25,20:59:00.000000,2023-11-25,2054,2105,III/1
2028396_2023-11-25_21:44:00.000000,2023-11-25,21:44:00.000000,2023-11-25,2154,2154,III/1
2028396_2023-11-26_01:29:00.000000,2023-11-26,01:29:00.000000,2023-11-26,0134,0135,III/3
2028396_2023-11-26_04:59:00.000000,2023-11-26,04:59:00.000000,2023-11-26,0506,0507,III/2
2028396_2023-11-26_05:29:00.000000,2023-11-26,05:29:00.000000,2023-11-26,0538,0539,III/3
2028396_2023-11-26_07:29:00.000000,2023-11-26,07:29:00.000000,2023-11-26,0740,0747,III/2
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,2023-11-26,0740,0747,III/2
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,2023-11-26,0747,0750,II/2    413
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,2023-11-26,0748,0843,IV/1
2028396_2023-11-26_07:59:00.000000,2023-11-26,07:59:00.000000,2023-11-26,0748,0843,IV/1
2028396_2023-11-26_08:14:00.000000,2023-11-26,08:14:00.000000,2023-11-26,0748,0843,IV/1
2028396_2023-11-26_08:29:00.000000,2023-11-26,08:29:00.000000,2023-11-26,0748,0843,IV/1
2028411_2023-11-28_11:48:00.000000,2023-11-28,11:48:00.000000,2023-11-28,1154,1155,III/2
2028414_2023-11-28_15:23:00.000000,2023-11-28,15:23:00.000000,2023-11-28,1528,1528,III/1
2028414_2023-11-28_17:08:00.000000,2023-11-28,17:08:00.000000,2023-11-28,1721,1721,III/1
2028414_2023-11-28_18:23:00.000000,2023-11-28,18:23:00.000000,2023-11-28,1837,1837,III/2
2028414_2023-11-28_19:23:00.000000,2023-11-28,19:23:00.000000,2023-11-28,1934,1944,II/2    694
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,2023-11-28,1934,1944,II/2    694
2028414_2023-11-28_19:23:00.000000,2023-11-28,19:23:00.000000,2023-11-28,1935,2003,II/2
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,2023-11-28,1935,2003,II/2
2028414_2023-11-28_19:53:00.000000,2023-11-28,19:53:00.000000,2023-11-28,1935,2003,II/2
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,2023-11-28,1948,1951,III/2
2028414_2023-11-28_19:53:00.000000,2023-11-28,19:53:00.000000,2023-11-28,1959,2007,II/1    854
2028414_2023-11-28_22:23:00.000000,2023-11-28,22:23:00.000000,2023-11-28,2233,2237,III/3
2028414_2023-11-29_02:23:00.000000,2023-11-29,02:23:00.000000,2023-11-29,0229,0230,III/2
2028414_2023-11-29_07:23:00.000000,2023-11-29,07:23:00.000000,2023-11-29,0724,0725,III/3
2028417_2023-11-29_09:06:00.000000,2023-11-29,09:06:00.000000,2023-11-29,0903,0907,III/2
2028420_2023-11-29_18:07:00.000000,2023-11-29,18:07:00.000000,2023-11-29,1815,1817,III/1
2028420_2023-11-29_18:52:00.000000,2023-11-29,18:52:00.000000,2023-11-29,1857,1857,III/1
2028420_2023-11-29_19:22:00.000000,2023-11-29,19:22:00.000000,2023-11-29,1929,1929,III/1
2028420_2023-11-29_20:52:00.000000,2023-11-29,20:52:00.000000,2023-11-29,2053,2054,III/2
2028420_2023-11-29_21:22:00.000000,2023-11-29,21:22:00.000000,2023-11-29,2124,2124,III/1
2028420_2023-11-30_00:37:00.000000,2023-11-30,00:37:00.000000,2023-11-30,0040,0042,III/1
2028420_2023-11-30_05:52:00.000000,2023-11-30,05:52:00.000000,2023-11-30,0555,0603,III/2
2028420_2023-11-30_07:07:00.000000,2023-11-30,07:07:00.000000,2023-11-30,0715,0721,III/1
2028426_2023-11-30_15:35:00.000000,2023-11-30,15:35:00.000000,2023-11-30,1541,1546,III/2
2028426_2023-11-30_18:05:00.000000,2023-11-30,18:05:00.000000,2023-11-30,1818,1821,III/1
2028426_2023-11-30_18:20:00.000000,2023-11-30,18:20:00.000000,2023-11-30,1818,1821,III/1
2028426_2023-11-30_22:20:00.000000,2023-11-30,22:20:00.000000,2023-11-30,2231,2232,V/3
2028426_2023-11-30_22:20:00.000000,2023-11-30,22:20:00.000000,2023-11-30,2231,2232,III/2
2028426_2023-12-01_05:50:00.000000,2023-12-01,05:50:00.000000,2023-12-01,0557,0559,III/2
2028432_2023-12-01_17:48:00.000000,2023-12-01,17:48:00.000000,2023-12-01,1758,1801,III/2
2028432_2023-12-01_22:33:00.000000,2023-12-01,22:33:00.000000,2023-12-01,2243,2243,III/2
2028432_2023-12-02_02:33:00.000000,2023-12-02,02:33:00.000000,2023-12-02,0237,0238,V/2
2028432_2023-12-02_03:33:00.000000,2023-12-02,03:33:00.000000,2023-12-02,0338,0339,III/3
2028432_2023-12-02_07:48:00.000000,2023-12-02,07:48:00.000000,2023-12-02,0800,0801,III/2
2028435_2023-12-02_12:57:00.000000,2023-12-02,12:57:00.000000,2023-12-02,1309,1310,III/1
2028438_2023-12-02_20:32:00.000000,2023-12-02,20:32:00.000000,2023-12-02,2045,2045,III/1
2028450_2023-12-04_20:44:00.000000,2023-12-04,20:44:00.000000,2023-12-04,2051,2056,III/2
2028450_2023-12-04_23:29:00.000000,2023-12-04,23:29:00.000000,2023-12-04,2330,2333,III/2
2028450_2023-12-05_06:44:00.000000,2023-12-05,06:44:00.000000,2023-12-05,0648,0648,III/2
2028450_2023-12-05_07:14:00.000000,2023-12-05,07:14:00.000000,2023-12-05,0717,0718,III/1
2028453_2023-12-05_11:19:00.000000,2023-12-05,11:19:00.000000,2023-12-05,1124,1124,III/1
2028456_2023-12-06_05:28:00.000000,2023-12-06,05:28:00.000000,2023-12-06,0537,0541,III/1
2028462_2023-12-06_20:42:00.000000,2023-12-06,20:42:00.000000,2023-12-06,2046,2054,III/1
2028462_2023-12-07_02:57:00.000000,2023-12-07,02:57:00.000000,2023-12-07,0300,0300,III/1
2028462_2023-12-07_04:12:00.000000,2023-12-07,04:12:00.000000,2023-12-07,0425,0426,III/1
2031802_2023-12-07_13:26:00.000000,2023-12-07,13:26:00.000000,2023-12-07,1328,1330,III/2
2031802_2023-12-07_13:56:00.000000,2023-12-07,13:56:00.000000,2023-12-07,1357,1358,III/1
2031802_2023-12-07_18:11:00.000000,2023-12-07,18:11:00.000000,2023-12-07,1815,1816,III/2
2031994_2023-12-08_22:45:00.000000,2023-12-08,22:45:00.000000,2023-12-08,2256,2256,III/3
2028477_2023-12-09_09:42:00.000000,2023-12-09,09:42:00.000000,2023-12-09,0946,0948,III/2
2028477_2023-12-09_12:42:00.000000,2023-12-09,12:42:00.000000,2023-12-09,1243,1246,III/1
2028477_2023-12-09_12:57:00.000000,2023-12-09,12:57:00.000000,2023-12-09,1305,1306,III/1
2028480_2023-12-09_18:24:00.000000,2023-12-09,18:24:00.000000,2023-12-09,1829,1829,III/1
2028480_2023-12-09_23:09:00.000000,2023-12-09,23:09:00.000000,2023-12-09,2320,2320,III/1
2028480_2023-12-09_23:54:00.000000,2023-12-09,23:54:00.000000,2023-12-09,2354,2355,III/2
2028480_2023-12-10_01:39:00.000000,2023-12-10,01:39:00.000000,2023-12-10,0143,0206,III/1
2028480_2023-12-10_01:54:00.000000,2023-12-10,01:54:00.000000,2023-12-10,0143,0206,III/1
2028480_2023-12-10_05:39:00.000000,2023-12-10,05:39:00.000000,2023-12-10,0545,0553,III/1
2028486_2023-12-11_01:53:00.000000,2023-12-11,01:53:00.000000,2023-12-11,0155,0155,III/1
2028489_2023-12-11_13:00:00.000000,2023-12-11,13:00:00.000000,2023-12-11,1304,1304,III/1
2028492_2023-12-11_21:52:00.000000,2023-12-11,21:52:00.000000,2023-12-11,2159,2203,III/2
2028492_2023-12-12_01:37:00.000000,2023-12-12,01:37:00.000000,2023-12-12,0143,0143,III/1
2028492_2023-12-12_03:22:00.000000,2023-12-12,03:22:00.000000,2023-12-12,0336,0338,III/2
2028492_2023-12-12_03:37:00.000000,2023-12-12,03:37:00.000000,2023-12-12,0336,0338,III/2
2028495_2023-12-12_10:02:00.000000,2023-12-12,10:02:00.000000,2023-12-12,1004,1008,III/1
2028495_2023-12-12_11:17:00.000000,2023-12-12,11:17:00.000000,2023-12-12,1120,1122,III/1
2028498_2023-12-12_13:22:00.000000,2023-12-12,13:22:00.000000,2023-12-12,1335,1337,III/1
2028498_2023-12-12_14:22:00.000000,2023-12-12,14:22:00.000000,2023-12-12,1425,1427,III/2
2031988_2023-12-13_14:21:00.000000,2023-12-13,14:21:00.000000,2023-12-13,1421,1426,V/1
2031988_2023-12-13_14:36:00.000000,2023-12-13,14:36:00.000000,2023-12-13,1438,1439,III/1
2031991_2023-12-14_06:05:00.000000,2023-12-14,06:05:00.000000,2023-12-14,0616,0616,III/1
2028510_2023-12-14_16:51:00.000000,2023-12-14,16:51:00.000000,2023-12-14,1700,1708,II/2    2118
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,2023-12-14,1700,1708,II/2    2118
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_17:21:00.000000,2023-12-14,17:21:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_17:36:00.000000,2023-12-14,17:36:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_17:51:00.000000,2023-12-14,17:51:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_18:06:00.000000,2023-12-14,18:06:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_18:21:00.000000,2023-12-14,18:21:00.000000,2023-12-14,1708,2058,IV/2
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-14_17:21:00.000000,2023-12-14,17:21:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-14_17:36:00.000000,2023-12-14,17:36:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-14_17:51:00.000000,2023-12-14,17:51:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-14_18:06:00.000000,2023-12-14,18:06:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-14_18:21:00.000000,2023-12-14,18:21:00.000000,2023-12-14,1715,2034,IV/2
2028510_2023-12-15_00:06:00.000000,2023-12-15,00:06:00.000000,2023-12-15,0018,0020,III/2
2028510_2023-12-15_01:51:00.000000,2023-12-15,01:51:00.000000,2023-12-15,0153,0157,III/2
2028510_2023-12-15_07:21:00.000000,2023-12-15,07:21:00.000000,2023-12-15,0724,0729,III/1
2028510_2023-12-15_07:21:00.000000,2023-12-15,07:21:00.000000,2023-12-15,0729,0831,IV/2
2028510_2023-12-15_07:36:00.000000,2023-12-15,07:36:00.000000,2023-12-15,0729,0831,IV/2
2028510_2023-12-15_07:51:00.000000,2023-12-15,07:51:00.000000,2023-12-15,0729,0831,IV/2
2028510_2023-12-15_08:06:00.000000,2023-12-15,08:06:00.000000,2023-12-15,0729,0831,IV/2
2028510_2023-12-15_08:21:00.000000,2023-12-15,08:21:00.000000,2023-12-15,0729,0831,IV/2
2028510_2023-12-15_09:06:00.000000,2023-12-15,09:06:00.000000,2023-12-15,0912,0912,III/1
2028513_2023-12-15_09:51:00.000000,2023-12-15,09:51:00.000000,2023-12-15,0959,1003,III/1
2028513_2023-12-15_10:36:00.000000,2023-12-15,10:36:00.000000,2023-12-15,1043,1044,III/1
2028513_2023-12-15_11:51:00.000000,2023-12-15,11:51:00.000000,2023-12-15,1202,1204,III/1
2028516_2023-12-15_18:20:00.000000,2023-12-15,18:20:00.000000,2023-12-15,1831,1847,III/1
2028516_2023-12-15_18:35:00.000000,2023-12-15,18:35:00.000000,2023-12-15,1831,1847,III/1
2028525_2023-12-17_09:53:00.000000,2023-12-17,09:53:00.000000,2023-12-17,0958,0958,III/1
2028528_2023-12-17_21:05:00.000000,2023-12-17,21:05:00.000000,2023-12-17,2106,2115,III/1
